ticker,curr_date,curr_time,p_ask_price,p_bid_price,p_value,p_volume,p_implied_volatility,p_ask_size,p_bid_size
UNP,10/8/2019,10:09,154.01,153.89,153.9692,4674,0.1948,36,2848
UNP,10/8/2019,10:10,154.1,153.94,153.95,19946,0.0966,18979,19409
UNP,10/8/2019,10:11,153.96,153.895,153.96,1418,0.1290,803,515
UNP,10/8/2019,10:12,154.07,153.865,153.93,5582,0.0772,2840,5139
UNP,10/8/2019,10:13,154.09,153.9037,154.075,2233,0.0444,1241,902
UNP,10/8/2019,10:14,154.22,154.07,154.22,2744,0.0279,701,1601
UNP,10/8/2019,10:15,154.23,154.14,154.14,2721,0.1978,1630,2241
UNP,10/8/2019,10:16,154.15,154.045,154.15,4678,0.0969,2092,1217
UNP,10/8/2019,10:17,154.21,154.09,154.1852,3572,0.0617,1519,2432
UNP,10/8/2019,10:18,154.28,154.18,154.18,10957,0.1596,1916,5254
UNP,10/8/2019,10:19,154.26,154.2,154.22,3336,0.0993,3233,36
UNP,10/8/2019,10:20,154.21,154.09,154.11,3037,0.0904,2189,2578
UNP,10/8/2019,10:21,154.21,154.1,154.21,1541,0.0089,540,162
UNP,10/8/2019,10:22,154.26,154,154.06,2662,0.1391,669,871
UNP,10/8/2019,10:23,154.11,154.01,154.07,4013,0.0088,1921,2216
UNP,10/8/2019,10:24,154.1125,154.04,154.07,1786,0.1932,1419,1590
UNP,10/8/2019,10:25,154.05,153.96,153.96,2860,0.0166,2151,752
UNP,10/8/2019,10:26,153.975,153.84,153.85,3889,0.1668,2054,1284
UNP,10/8/2019,10:27,153.94,153.79,153.79,11030,0.1476,1077,9537
UNP,10/8/2019,10:28,153.83,153.76,153.76,2280,0.0501,791,1210
UNP,10/8/2019,10:29,153.73,153.47,153.495,4259,0.0155,3733,2320
UNP,10/8/2019,10:30,153.67,153.43,153.6179,4072,0.1965,3908,2950
UNP,10/8/2019,10:31,153.8545,153.63,153.835,6026,0.1136,5646,4496
UNP,10/8/2019,10:32,153.89,153.83,153.84,1521,0.0034,475,1433
UNP,10/8/2019,10:33,153.89,153.74,153.79,9047,0.1080,9034,1241
UNP,10/8/2019,10:34,153.78,153.59,153.59,12531,0.0465,5378,3740
UNP,10/8/2019,10:35,153.59,153.52,153.55,1853,0.0054,257,1612
UNP,10/8/2019,10:36,153.55,153.48,153.55,13051,0.0401,7693,8938
UNP,10/8/2019,10:37,153.63,153.48,153.63,8833,0.1300,349,367
UNP,10/8/2019,10:38,153.89,153.745,153.815,2351,0.0357,544,1680
UNP,10/8/2019,10:39,153.96,153.75,153.92,3278,0.1298,351,3195
UNP,10/8/2019,10:40,153.98,153.81,153.9,2608,0.1726,536,705
UNP,10/8/2019,10:41,153.97,153.82,153.82,2742,0.0777,994,2698
UNP,10/8/2019,10:42,153.82,153.73,153.75,1931,0.0713,1469,380
UNP,10/8/2019,10:43,153.85,153.67,153.83,4483,0.1203,768,616
UNP,10/8/2019,10:44,153.78,153.72,153.72,1400,0.0150,1291,813
UNP,10/8/2019,10:45,153.815,153.62,153.7,4070,0.1008,3937,422
UNP,10/8/2019,10:46,153.67,153.55,153.56,2531,0.1387,2021,1786
UNP,10/8/2019,10:47,153.54,153.42,153.43,2901,0.0423,1062,1685
UNP,10/8/2019,10:48,153.6,153.37,153.55,11671,0.1354,9545,4986
UNP,10/8/2019,10:49,153.59,153.46,153.46,3200,0.1145,1409,323
UNP,10/8/2019,10:50,153.48,153.44,153.46,2026,0.0499,665,1758
UNP,10/8/2019,10:51,153.5,153.36,153.5,26148,0.1862,11452,18743
UNP,10/8/2019,10:52,153.515,153.38,153.38,12759,0.1434,11489,6811
UNP,10/8/2019,10:53,153.47,153.3,153.47,4375,0.0331,1592,857
UNP,10/8/2019,10:54,153.68,153.44,153.63,2643,0.1782,361,1161
UNP,10/8/2019,10:55,153.83,153.635,153.7812,26919,0.0725,7642,12988
UNP,10/8/2019,10:56,153.87,153.66,153.66,6475,0.1535,4804,4045
UNP,10/8/2019,10:57,153.7695,153.66,153.755,6406,0.0383,2476,802
UNP,10/8/2019,10:58,153.88,153.72,153.82,13380,0.0624,12717,13237
UNP,10/8/2019,10:59,153.88,153.77,153.77,14840,0.1040,1077,8309
UNP,10/8/2019,11:00,153.8,153.685,153.74,5529,0.1971,617,2645
UNP,10/8/2019,11:01,153.75,153.63,153.65,4505,0.0909,3966,864
UNP,10/8/2019,11:02,153.66,153.62,153.63,1527,0.1568,335,711
UNP,10/8/2019,11:03,153.7,153.62,153.64,5613,0.0492,62,4570
UNP,10/8/2019,11:04,153.65,153.6,153.64,6572,0.1111,5318,783
UNP,10/8/2019,11:05,153.65,153.5716,153.6,11475,0.0610,3560,4132
UNP,10/8/2019,11:06,153.63,153.55,153.63,2475,0.1922,353,477
UNP,10/8/2019,11:07,153.64,153.48,153.565,5487,0.0922,4841,4405
UNP,10/8/2019,11:08,153.59,153.4957,153.575,3666,0.1562,69,665
UNP,10/8/2019,11:09,153.575,153.49,153.49,6606,0.1017,2833,5872
UNP,10/8/2019,11:10,153.575,153.46,153.55,3662,0.0348,2129,2205
UNP,10/8/2019,11:11,153.595,153.51,153.595,4222,0.1429,1697,2922
UNP,10/8/2019,11:12,153.6225,153.54,153.56,11468,0.0191,4511,706
UNP,10/8/2019,11:13,153.65,153.58,153.61,5083,0.1504,1009,1943
UNP,10/8/2019,11:14,153.66,153.56,153.59,5200,0.0052,4041,4840
UNP,10/8/2019,11:15,153.6,153.545,153.6,8197,0.0207,4216,1893
UNP,10/8/2019,11:16,153.73,153.605,153.73,4351,0.1752,889,1070
UNP,10/8/2019,11:17,153.949,153.71,153.949,2507,0.1312,293,1158
UNP,10/8/2019,11:18,153.96,153.86,153.885,11104,0.1690,603,1951
UNP,10/8/2019,11:19,153.85,153.749,153.765,13019,0.1164,9958,1519
UNP,10/8/2019,11:20,153.74,153.485,153.565,6135,0.0463,6108,1482
UNP,10/8/2019,11:21,153.55,153.24,153.3,6321,0.0552,4435,1455
UNP,10/8/2019,11:22,153.33,153.19,153.19,3975,0.0061,1771,45
UNP,10/8/2019,11:23,153.27,153.205,153.255,2841,0.1164,511,2484
UNP,10/8/2019,11:24,153.33,153.14,153.31,3163,0.1329,1357,747
UNP,10/8/2019,11:25,153.32,153.15,153.24,4136,0.0741,2245,3706
UNP,10/8/2019,11:26,153.3,153.16,153.3,2621,0.0371,682,1315
UNP,10/8/2019,11:27,153.41,153.21,153.24,3905,0.0283,2304,2135
UNP,10/8/2019,11:28,153.25,153.17,153.2,2607,0.0100,2180,243
UNP,10/8/2019,11:29,153.11,153,153,3489,0.1140,1296,595
UNP,10/8/2019,11:30,153.01,152.91,152.91,6193,0.1704,4154,2062
UNP,10/8/2019,11:31,152.88,152.84,152.84,3879,0.1540,3235,2384
UNP,10/8/2019,11:32,152.95,152.76,152.9,3570,0.1266,36,162
UNP,10/8/2019,11:33,152.84,152.66,152.75,6788,0.1057,2688,4880
UNP,10/8/2019,11:34,152.84,152.7,152.76,2243,0.0134,2237,1811
UNP,10/8/2019,11:35,153.01,152.6901,152.94,6995,0.0512,2189,4121
UNP,10/8/2019,11:36,153,152.94,153,2879,0.0881,10,1788
UNP,10/8/2019,11:37,153.04,152.92,152.98,7798,0.1145,3434,1263
UNP,10/8/2019,11:38,153.0231,152.97,153.02,6266,0.1978,858,2036
UNP,10/8/2019,11:39,153,152.93,152.93,5117,0.1882,1009,27
UNP,10/8/2019,11:40,153,152.95,152.95,2869,0.1399,2188,2057
UNP,10/8/2019,11:41,152.99,152.92,152.99,2339,0.0219,1492,1078
UNP,10/8/2019,11:42,153,152.96,152.96,3785,0.1799,1907,120
UNP,10/8/2019,11:43,153,152.935,152.99,3244,0.0886,1099,1716
UNP,10/8/2019,11:44,153,152.88,152.94,5175,0.1224,125,3613
UNP,10/8/2019,11:45,153.05,152.94,153.02,7440,0.1938,4918,6149
UNP,10/8/2019,11:46,153.01,152.94,152.94,2898,0.0827,586,522
UNP,10/8/2019,11:47,152.9796,152.91,152.9796,2377,0.1562,2341,393
UNP,10/8/2019,11:48,153,152.93,152.96,3604,0.0556,1480,311
UNP,10/8/2019,11:49,152.97,152.88,152.93,2300,0.1459,115,1693
UNP,10/8/2019,11:50,153,152.93,152.99,4723,0.1548,3358,873
UNP,10/8/2019,11:51,153.06,152.96,153.02,5183,0.0812,3046,1540
UNP,10/8/2019,11:52,153.07,152.99,153,7381,0.1416,4364,344
UNP,10/8/2019,11:53,153.09,153,153.05,11804,0.1017,5671,8362
UNP,10/8/2019,11:54,153.05,153,153,3304,0.0487,3016,3226
UNP,10/8/2019,11:55,153.05,152.96,152.99,4577,0.1488,3616,3151
UNP,10/8/2019,11:56,153,152.93,152.96,2715,0.1065,871,1800
UNP,10/8/2019,11:57,153.025,152.99,153.01,3029,0.0732,669,1284
UNP,10/8/2019,11:58,153.03,152.99,153.02,4669,0.0796,1196,3920
UNP,10/8/2019,11:59,153.0312,152.9629,153.0312,4246,0.1506,3144,4173
UNP,10/8/2019,12:00,153.08,152.94,152.96,6402,0.0564,3469,2318
UNP,10/8/2019,12:01,152.94,152.71,152.8643,10476,0.0899,4990,5045
UNP,10/8/2019,12:02,152.91,152.8062,152.88,6112,0.0120,1204,1211
UNP,10/8/2019,12:03,152.91,152.8,152.8,6455,0.0777,4471,148
UNP,10/8/2019,12:04,152.82,152.76,152.76,2700,0.0343,606,1853
UNP,10/8/2019,12:05,152.75,152.66,152.69,5024,0.1281,4802,4635
UNP,10/8/2019,12:06,152.84,152.67,152.84,4970,0.1751,2202,4241
UNP,10/8/2019,12:07,152.91,152.76,152.78,3005,0.0219,2083,2334
UNP,10/8/2019,12:08,152.88,152.76,152.85,3120,0.0510,2034,2630
UNP,10/8/2019,12:09,152.895,152.83,152.84,50410,0.0667,15379,19724
UNP,10/8/2019,12:10,152.9544,152.87,152.88,111581,0.0989,69721,21705
UNP,10/8/2019,12:11,152.97,152.86,152.86,109288,0.1682,21318,13339
UNP,10/8/2019,12:12,152.92,152.86,152.91,106764,0.1299,91130,2216
UNP,10/8/2019,12:13,152.92,152.86,152.86,6444,0.0731,3562,4679
UNP,10/8/2019,12:14,152.92,152.875,152.9,6777,0.0502,5970,2056
UNP,10/8/2019,12:15,152.92,152.85,152.86,8610,0.1704,6350,4708
UNP,10/8/2019,12:16,152.89,152.84,152.875,3166,0.0658,1275,2148
UNP,10/8/2019,12:17,152.9,152.8,152.8,8322,0.0983,3956,480
UNP,10/8/2019,12:18,152.89,152.8,152.86,2900,0.1443,481,1188
UNP,10/8/2019,12:19,152.89,152.8,152.81,7712,0.1511,3066,2196
UNP,10/8/2019,12:20,152.88,152.8,152.855,8038,0.1685,1243,6702
UNP,10/8/2019,12:21,152.94,152.84,152.86,11527,0.0935,3885,1360
UNP,10/8/2019,12:22,152.9,152.77,152.84,188770,0.1801,75256,9999
UNP,10/8/2019,12:23,152.87,152.74,152.74,25854,0.1900,24297,14430
UNP,10/8/2019,12:24,152.88,152.76,152.88,14034,0.1085,7357,7632
UNP,10/8/2019,12:25,152.94,152.82,152.82,10849,0.0486,6604,7417
UNP,10/8/2019,12:26,152.87,152.75,152.75,8937,0.0414,274,2078
UNP,10/8/2019,12:27,152.75,152.71,152.71,3250,0.1781,1465,3157
UNP,10/8/2019,12:28,152.74,152.69,152.7,2600,0.0599,59,1
UNP,10/8/2019,12:29,152.76,152.7,152.76,4021,0.1634,2336,1549
UNP,10/8/2019,12:30,152.76,152.71,152.735,3700,0.1361,2794,845
UNP,10/8/2019,12:31,152.855,152.73,152.85,8817,0.1785,1868,2025
UNP,10/8/2019,12:32,152.87,152.82,152.85,3660,0.0807,2699,3299
UNP,10/8/2019,12:33,153,152.835,152.93,1500,0.0118,1038,127
UNP,10/8/2019,12:34,152.94,152.87,152.87,3967,0.1626,1446,321
UNP,10/8/2019,12:35,152.91,152.84,152.91,3750,0.0888,1795,1372
UNP,10/8/2019,12:36,152.94,152.85,152.85,3143,0.1451,1021,1608
UNP,10/8/2019,12:37,152.945,152.84,152.92,11028,0.1387,2771,4384
UNP,10/8/2019,12:38,152.9919,152.91,152.99,2393,0.1577,294,2390
UNP,10/8/2019,12:39,153.02,152.925,152.96,3800,0.1537,440,3147
UNP,10/8/2019,12:40,153.07,152.9675,153.04,2520,0.0199,1271,2194
UNP,10/8/2019,12:41,153.14,153.01,153.14,1995,0.0325,933,387
UNP,10/8/2019,12:42,153.17,153.09,153.1006,2652,0.0750,1622,2529
UNP,10/8/2019,12:43,153.1,153.06,153.085,1523,0.0073,380,1237
UNP,10/8/2019,12:44,153.3,153.085,153.25,4573,0.1169,812,1691
UNP,10/8/2019,12:45,153.52,153.21,153.51,6034,0.0664,4618,5730
UNP,10/8/2019,12:46,153.66,153.43,153.48,5100,0.0582,757,3689
UNP,10/8/2019,12:47,153.51,153.43,153.49,4864,0.0143,2324,282
UNP,10/8/2019,12:48,153.45,153.35,153.35,2575,0.1460,1250,1077
UNP,10/8/2019,12:49,153.34,153.29,153.34,900,0.1206,464,796
UNP,10/8/2019,12:50,153.44,153.32,153.32,2500,0.1694,458,1359
UNP,10/8/2019,12:51,153.39,153.31,153.31,1903,0.0364,248,1247
UNP,10/8/2019,12:52,153.42,153.345,153.42,2075,0.1264,29,834
UNP,10/8/2019,12:53,153.48,153.34,153.46,2670,0.0467,2482,1365
UNP,10/8/2019,12:54,153.46,153.37,153.42,3472,0.1846,2853,2107
UNP,10/8/2019,12:55,153.46,153.33,153.34,2320,0.1132,984,1
UNP,10/8/2019,12:56,153.35,153.27,153.335,3297,0.1139,2675,414
UNP,10/8/2019,12:57,153.36,153.28,153.33,4393,0.1569,3968,3812
UNP,10/8/2019,12:58,153.41,153.325,153.37,2350,0.1895,1913,2348
UNP,10/8/2019,12:59,153.385,153.32,153.36,3000,0.0055,1391,1225
UNP,10/8/2019,13:00,153.38,153.33,153.37,2675,0.1203,2531,1265
UNP,10/8/2019,13:01,153.43,153.36,153.43,2654,0.1954,2174,764
UNP,10/8/2019,13:02,153.47,153.41,153.43,500,0.1269,475,482
UNP,10/8/2019,13:03,153.43,153.39,153.39,900,0.0127,748,649
UNP,10/8/2019,13:04,153.4,153.3,153.3,2584,0.1249,32,359
UNP,10/8/2019,13:05,153.29,153.07,153.07,2699,0.0176,778,1965
UNP,10/8/2019,13:06,153.17,153.14,153.15,2000,0.1329,1641,722
UNP,10/8/2019,13:07,153.2,153.18,153.19,1000,0.0022,486,17
UNP,10/8/2019,13:08,153.27,153.17,153.21,3526,0.0739,75,1629
UNP,10/8/2019,13:09,153.23,153.15,153.19,1707,0.0444,229,1487
UNP,10/8/2019,13:10,153.186,153.09,153.1474,1911,0.1367,1321,1533
UNP,10/8/2019,13:11,153.21,153.14,153.21,1305,0.1841,1064,1211
UNP,10/8/2019,13:12,153.28,153.21,153.21,9021,0.0496,4989,3537
UNP,10/8/2019,13:13,153.19,153.11,153.11,1400,0.0324,1357,298
UNP,10/8/2019,13:14,153.105,153.04,153.04,2430,0.0010,1502,998
UNP,10/8/2019,13:15,153.1,153.06,153.06,2618,0.0284,2518,1496
UNP,10/8/2019,13:16,153.04,152.985,153.0333,5470,0.1141,1046,3981
UNP,10/8/2019,13:17,153.08,153.005,153.08,3954,0.0754,2933,3523
UNP,10/8/2019,13:18,153.1,153.06,153.065,1100,0.0858,342,489
UNP,10/8/2019,13:19,153.09,152.98,153.04,9097,0.1559,5256,4414
UNP,10/8/2019,13:20,153.13,153.02,153.13,4180,0.1593,2714,103
UNP,10/8/2019,13:21,153.16,153.12,153.16,2302,0.1515,1810,478
UNP,10/8/2019,13:22,153.18,153.125,153.16,3140,0.1063,2643,760
UNP,10/8/2019,13:23,153.2634,153.1534,153.2578,2734,0.0142,478,1248
UNP,10/8/2019,13:24,153.255,153.18,153.18,4500,0.0965,1162,3745
UNP,10/8/2019,13:25,153.28,153.21,153.28,3279,0.0126,2485,2766
UNP,10/8/2019,13:26,153.48,153.31,153.42,5580,0.1328,2341,5120
UNP,10/8/2019,13:27,153.52,153.4,153.47,9183,0.0275,7926,902
UNP,10/8/2019,13:28,153.53,153.45,153.52,6600,0.1950,1396,213
UNP,10/8/2019,13:29,153.53,153.39,153.4,6876,0.1671,1162,2581
UNP,10/8/2019,13:30,153.45,153.375,153.43,5865,0.1076,5158,631
UNP,10/8/2019,13:31,153.6,153.445,153.598,870,0.0121,541,714
UNP,10/8/2019,13:32,153.59,153.54,153.55,2719,0.0576,2423,687
UNP,10/8/2019,13:33,153.52,153.46,153.5,4390,0.1735,1519,4160
UNP,10/8/2019,13:34,153.5,153.44,153.44,1421,0.1599,737,90
UNP,10/8/2019,13:35,153.44,153.385,153.385,1514,0.0543,150,1413
UNP,10/8/2019,13:36,153.37,153.25,153.33,7298,0.0181,3389,2272
UNP,10/8/2019,13:37,153.35,153.315,153.32,2550,0.0968,232,1652
UNP,10/8/2019,13:38,153.35,153.3,153.33,800,0.1350,792,474
UNP,10/8/2019,13:39,153.35,153.335,153.335,2535,0.1664,1375,2185
UNP,10/8/2019,13:40,153.4,153.35,153.37,3294,0.1319,2160,532
UNP,10/8/2019,13:41,153.36,153.32,153.32,3750,0.0462,1468,607
UNP,10/8/2019,13:42,153.36,153.3,153.3,3000,0.1233,2187,2841
UNP,10/8/2019,13:43,153.28,153.28,153.28,100,0.0981,55,33
UNP,10/8/2019,13:44,153.19,153.19,153.19,100,0.1028,40,71
UNP,10/8/2019,13:45,153.33,153.23,153.315,2394,0.1629,455,1049
UNP,10/8/2019,13:46,153.33,153.23,153.23,6987,0.0528,4667,6345
UNP,10/8/2019,13:47,153.27,153.22,153.27,1984,0.1037,702,1177
UNP,10/8/2019,13:48,153.305,153.29,153.305,3266,0.0206,1261,2968
UNP,10/8/2019,13:49,153.32,153.28,153.28,1125,0.0277,197,267
UNP,10/8/2019,13:50,153.3203,153.29,153.29,1487,0.0148,959,204
UNP,10/8/2019,13:51,153.28,153.23,153.27,1869,0.0371,1703,216
UNP,10/8/2019,13:52,153.285,153.26,153.27,1800,0.1104,419,901
UNP,10/8/2019,13:53,153.24,153.19,153.19,5700,0.0079,2138,1248
UNP,10/8/2019,13:54,153.2,153.06,153.12,2133,0.0473,2049,1634
UNP,10/8/2019,13:55,153.23,153.03,153.06,6727,0.1989,4211,5842
UNP,10/8/2019,13:56,153.1,153.065,153.07,964,0.0194,646,380
UNP,10/8/2019,13:57,153.09,153.05,153.05,3199,0.0740,2523,1990
UNP,10/8/2019,13:58,153.05,153,153.01,2777,0.0198,1840,2217
UNP,10/8/2019,13:59,152.99,152.95,152.95,551,0.1154,86,360
UNP,10/8/2019,14:00,153.04,152.84,152.84,2705,0.1875,1023,2112
UNP,10/8/2019,14:01,152.845,152.76,152.795,3443,0.1597,1903,1321
UNP,10/8/2019,14:02,152.91,152.77,152.81,21206,0.0434,17460,15324
UNP,10/8/2019,14:03,152.84,152.77,152.8,7878,0.1643,1493,975
UNP,10/8/2019,14:04,152.88,152.71,152.73,7259,0.0353,4246,6440
UNP,10/8/2019,14:05,152.77,152.52,152.63,15670,0.0754,5652,264
UNP,10/8/2019,14:06,152.76,152.6,152.68,8391,0.0189,955,1636
UNP,10/8/2019,14:07,152.72,152.68,152.7,3301,0.1367,2222,855
UNP,10/8/2019,14:08,152.73,152.66,152.7,13278,0.1170,2385,1697
UNP,10/8/2019,14:09,152.73,152.63,152.695,7325,0.1937,20,648
UNP,10/8/2019,14:10,152.81,152.67,152.67,19266,0.0381,3544,11911
UNP,10/8/2019,14:11,152.6871,152.61,152.61,2701,0.0334,974,2247
UNP,10/8/2019,14:12,152.605,152.52,152.6,5084,0.1255,2822,121
UNP,10/8/2019,14:13,152.68,152.58,152.67,3506,0.0477,3247,1521
UNP,10/8/2019,14:14,152.67,152.6,152.6177,1354,0.0534,946,287
UNP,10/8/2019,14:15,152.76,152.63,152.655,12853,0.0443,5265,11981
UNP,10/8/2019,14:16,152.65,152.55,152.58,5029,0.0923,1668,2909
UNP,10/8/2019,14:17,152.605,152.56,152.605,20343,0.0040,15493,430
UNP,10/8/2019,14:18,152.69,152.59,152.69,1100,0.0013,166,142
UNP,10/8/2019,14:19,152.8,152.72,152.8,500,0.1167,376,236
UNP,10/8/2019,14:20,152.815,152.73,152.76,11958,0.0259,5068,9168
UNP,10/8/2019,14:21,152.76,152.7,152.715,13681,0.1876,12508,7983
UNP,10/8/2019,14:22,152.73,152.68,152.68,3941,0.1537,3767,2586
UNP,10/8/2019,14:23,152.81,152.68,152.76,24587,0.0444,12649,15891
UNP,10/8/2019,14:24,152.8,152.76,152.8,27150,0.0005,24941,8270
UNP,10/8/2019,14:25,152.9,152.83,152.83,1925,0.1126,1101,924
UNP,10/8/2019,14:26,152.8496,152.76,152.78,1500,0.1813,395,1289
UNP,10/8/2019,14:27,152.82,152.79,152.79,1379,0.0867,400,1218
UNP,10/8/2019,14:28,152.79,152.71,152.71,1618,0.0722,1274,351
UNP,10/8/2019,14:29,152.7507,152.72,152.75,1791,0.0981,73,371
UNP,10/8/2019,14:30,153.21,152.79,152.89,18183,0.1957,16517,5125
UNP,10/8/2019,14:31,153.12,153.03,153.09,3350,0.1108,683,1733
UNP,10/8/2019,14:32,153.1,152.96,153.04,3880,0.1560,1879,1723
UNP,10/8/2019,14:33,153.04,152.92,152.96,1270,0.1389,474,466
