ticker,curr_date,curr_time,p_ask_price,p_bid_price,p_value,p_volume,p_implied_volatility,p_ask_size,p_bid_size
FB,9/26/2019,9:59,179.66,179.43,179.62,18367,0.1103,13443,12422
FB,9/26/2019,10:00,179.87,179.46,179.87,45272,0.3617,16740,15975
FB,9/26/2019,10:01,180.03,179.8,179.83,50089,0.2517,23699,18684
FB,9/26/2019,10:02,179.87,179.69,179.75,28822,0.2660,19541,26392
FB,9/26/2019,10:03,179.87,179.73,179.79,19818,0.3399,5410,1619
FB,9/26/2019,10:04,180.005,179.72,179.975,62217,0.2796,16677,7549
FB,9/26/2019,10:05,180.12,179.9,179.9157,68024,0.3622,30274,9441
FB,9/26/2019,10:06,180.01,179.89,179.89,48213,0.0493,3374,19707
FB,9/26/2019,10:07,179.922,179.7,179.7,32942,0.0190,5627,18250
FB,9/26/2019,10:08,179.79,179.64,179.75,39966,0.1368,39693,20863
FB,9/26/2019,10:09,179.765,179.6,179.6,42322,0.3167,21782,26344
FB,9/26/2019,10:10,179.75,179.61,179.75,19300,0.2567,18586,9788
FB,9/26/2019,10:11,179.81,179.58,179.75,31347,0.3875,22389,28281
FB,9/26/2019,10:12,179.8,179.6562,179.79,23209,0.2492,15784,9210
FB,9/26/2019,10:13,179.87,179.71,179.82,30267,0.0184,5014,12630
FB,9/26/2019,10:14,180.13,179.82,179.91,42395,0.2466,25847,19857
FB,9/26/2019,10:15,179.93,179.58,179.7548,62184,0.1216,35189,49455
FB,9/26/2019,10:16,179.76,179.59,179.71,35172,0.1761,20051,12633
FB,9/26/2019,10:17,179.86,179.6,179.8491,25840,0.0065,10005,14106
FB,9/26/2019,10:18,179.97,179.755,179.755,20726,0.3552,7469,19113
FB,9/26/2019,10:19,179.79,179.61,179.65,12919,0.0051,10130,10718
FB,9/26/2019,10:20,179.73,179.54,179.68,27038,0.0749,26982,656
FB,9/26/2019,10:21,179.85,179.61,179.85,24481,0.3429,17016,13612
FB,9/26/2019,10:22,179.86,179.7467,179.7863,21619,0.2059,7368,3576
FB,9/26/2019,10:23,179.82,179.74,179.78,15826,0.0759,15491,13668
FB,9/26/2019,10:24,179.78,179.65,179.75,18800,0.0284,13076,18335
FB,9/26/2019,10:25,179.8285,179.73,179.77,17119,0.3735,7219,3719
FB,9/26/2019,10:26,180.2,179.75,180.1854,66991,0.0034,55359,45123
FB,9/26/2019,10:27,180.18,179.94,179.9679,59863,0.2023,5405,48411
FB,9/26/2019,10:28,180.27,179.99,180.125,45942,0.2055,28441,10164
FB,9/26/2019,10:29,180.135,179.93,180.06,26584,0.1413,4333,1468
FB,9/26/2019,10:30,180.13,179.98,180.1169,17300,0.2841,9289,6635
FB,9/26/2019,10:31,180.22,180.109,180.1735,27149,0.1174,13411,15714
FB,9/26/2019,10:32,180.24,180.14,180.2,15524,0.1763,2787,2255
FB,9/26/2019,10:33,180.24,180.09,180.11,18530,0.3825,28,17028
FB,9/26/2019,10:34,180.29,180.09,180.17,16161,0.0180,2144,14505
FB,9/26/2019,10:35,180.28,180.14,180.25,16484,0.2333,13274,7938
FB,9/26/2019,10:36,180.2025,180.03,180.05,20615,0.3455,15471,19916
FB,9/26/2019,10:37,180.06,179.86,179.93,54073,0.0495,49839,30051
FB,9/26/2019,10:38,180.07,179.9325,180,21478,0.2882,14915,8840
FB,9/26/2019,10:39,180.0578,179.96,180.0499,16924,0.1976,8269,5791
FB,9/26/2019,10:40,180.19,180.03,180.0477,34579,0.0184,3960,5094
FB,9/26/2019,10:41,180.04,179.91,179.95,21050,0.3133,18239,10912
FB,9/26/2019,10:42,180.14,179.9,180.0611,23574,0.0723,17958,9008
FB,9/26/2019,10:43,180.1,179.94,179.97,16033,0.2969,4404,8358
FB,9/26/2019,10:44,180,179.875,179.88,26870,0.1667,13886,7504
FB,9/26/2019,10:45,179.89,179.7,179.73,29679,0.0562,11935,22381
FB,9/26/2019,10:46,179.74,179.55,179.555,37921,0.0871,16458,31395
FB,9/26/2019,10:47,179.57,179.4097,179.455,57790,0.3580,33344,36628
FB,9/26/2019,10:48,179.77,179.47,179.67,37655,0.2741,31130,6947
FB,9/26/2019,10:49,179.87,179.63,179.825,29316,0.2812,25164,23102
FB,9/26/2019,10:50,180,179.81,179.93,31811,0.0996,12267,16184
FB,9/26/2019,10:51,179.95,179.76,179.77,14724,0.2725,2803,2148
FB,9/26/2019,10:52,179.83,179.73,179.8,26413,0.0609,4739,20557
FB,9/26/2019,10:53,179.86,179.73,179.81,25992,0.1841,19869,6412
FB,9/26/2019,10:54,179.83,179.71,179.785,16396,0.0106,1831,6654
FB,9/26/2019,10:55,179.99,179.74,179.93,19261,0.0398,2919,3890
FB,9/26/2019,10:56,179.95,179.4,179.44,63653,0.3804,43023,29008
FB,9/26/2019,10:57,179.61,179.38,179.455,63473,0.2457,10625,8084
FB,9/26/2019,10:58,179.54,179.35,179.4401,43580,0.2393,29017,34960
FB,9/26/2019,10:59,179.416,179.17,179.23,44916,0.1966,32400,30107
FB,9/26/2019,11:00,179.2353,178.8,178.805,97788,0.3021,95711,15347
FB,9/26/2019,11:01,178.88,178.64,178.68,70474,0.0207,67122,18386
FB,9/26/2019,11:02,178.85,178.66,178.82,44156,0.2661,41541,11603
FB,9/26/2019,11:03,179.1,178.87,179.065,29541,0.3917,11906,11336
FB,9/26/2019,11:04,179.1445,179.0248,179.1445,37858,0.2313,14283,29202
FB,9/26/2019,11:05,179.34,179.13,179.21,54398,0.0968,44780,45746
FB,9/26/2019,11:06,179.31,179.13,179.13,26108,0.2237,23113,253
FB,9/26/2019,11:07,179.17,178.96,178.99,31330,0.3374,23807,31187
FB,9/26/2019,11:08,179.14,178.81,178.81,32283,0.3165,7726,23997
FB,9/26/2019,11:09,178.9439,178.79,178.9439,21008,0.3355,19540,12708
FB,9/26/2019,11:10,179.09,178.91,178.93,204063,0.1560,96608,59321
FB,9/26/2019,11:11,178.97,178.855,178.93,10916,0.0701,1773,189
FB,9/26/2019,11:12,178.9225,178.81,178.81,10649,0.1049,4075,4459
FB,9/26/2019,11:13,179.02,178.8159,178.97,19466,0.3815,13968,937
FB,9/26/2019,11:14,178.98,178.805,178.805,22844,0.2067,21819,5765
FB,9/26/2019,11:15,178.91,178.76,178.78,11871,0.2334,988,9322
FB,9/26/2019,11:16,178.78,178.6,178.6327,28309,0.3365,25650,1980
FB,9/26/2019,11:17,178.73,178.53,178.55,28189,0.0383,754,25599
FB,9/26/2019,11:18,178.65,178.4449,178.47,46644,0.0692,34765,14518
FB,9/26/2019,11:19,178.4547,178.2,178.24,49189,0.0847,39537,7577
FB,9/26/2019,11:20,178.27,177.93,177.9726,84674,0.0284,19171,63739
FB,9/26/2019,11:21,178.18,177.913,178.16,70084,0.1792,64543,16342
FB,9/26/2019,11:22,178.28,178.135,178.25,20336,0.0633,13645,5614
FB,9/26/2019,11:23,178.35,178.15,178.2262,32529,0.2234,12529,5327
FB,9/26/2019,11:24,178.26,178.06,178.0838,20558,0.0819,18818,14924
FB,9/26/2019,11:25,178.14,177.96,178.08,23300,0.2732,5349,21051
FB,9/26/2019,11:26,178.25,178.05,178.24,21279,0.1791,8038,14889
FB,9/26/2019,11:27,178.37,178.175,178.37,35606,0.1738,15907,12740
FB,9/26/2019,11:28,178.52,178.36,178.48,24903,0.3133,5778,22566
FB,9/26/2019,11:29,178.59,178.425,178.545,26044,0.3549,8406,12618
FB,9/26/2019,11:30,178.67,178.51,178.55,25037,0.1887,15600,2122
FB,9/26/2019,11:31,178.56,178.4398,178.47,58952,0.1876,14435,31444
FB,9/26/2019,11:32,178.53,178.4,178.5,40216,0.0498,38915,22504
FB,9/26/2019,11:33,178.59,178.47,178.52,14820,0.3314,3828,11605
FB,9/26/2019,11:34,178.685,178.5,178.66,17887,0.1701,5414,4036
FB,9/26/2019,11:35,178.78,178.59,178.62,36122,0.2868,2052,34219
FB,9/26/2019,11:36,178.6293,178.36,178.36,23118,0.2898,21362,8919
FB,9/26/2019,11:37,178.51,178.31,178.5,36801,0.3606,28430,34214
FB,9/26/2019,11:38,178.5662,178.45,178.5572,12120,0.1578,11421,1709
FB,9/26/2019,11:39,178.6398,178.54,178.605,18307,0.1137,2129,16935
FB,9/26/2019,11:40,178.6,178.48,178.6,16332,0.0379,12261,4427
FB,9/26/2019,11:41,178.59,178.36,178.42,16072,0.2610,8424,10393
FB,9/26/2019,11:42,178.42,178.25,178.3,16397,0.2496,12708,6747
FB,9/26/2019,11:43,178.37,178.26,178.33,18099,0.3076,10478,15501
FB,9/26/2019,11:44,178.3125,178.25,178.2952,17392,0.0122,11798,6104
FB,9/26/2019,11:45,178.2851,178.13,178.17,10848,0.2881,9336,9724
FB,9/26/2019,11:46,178.19,178.05,178.14,33374,0.1502,17273,33285
FB,9/26/2019,11:47,178.2252,178.06,178.09,19976,0.1006,5972,11347
FB,9/26/2019,11:48,178.11,178,178.02,14828,0.0590,1328,13453
FB,9/26/2019,11:49,178.03,177.8,177.84,70757,0.0477,42320,56169
FB,9/26/2019,11:50,177.86,177.77,177.8,24906,0.1294,16749,12690
FB,9/26/2019,11:51,177.8308,177.76,177.805,30459,0.3600,24214,18657
FB,9/26/2019,11:52,177.83,177.67,177.83,46101,0.2156,27364,3514
FB,9/26/2019,11:53,177.9134,177.79,177.895,35762,0.3913,9661,33981
FB,9/26/2019,11:54,177.91,177.75,177.9,32182,0.2727,2084,20529
FB,9/26/2019,11:55,177.985,177.86,177.8881,36224,0.0522,31578,1535
FB,9/26/2019,11:56,178.0499,177.8,178.03,34206,0.3534,33612,26939
FB,9/26/2019,11:57,178.13,177.94,178,60496,0.1726,59512,8097
FB,9/26/2019,11:58,178.035,177.89,177.97,47515,0.2074,27184,27293
FB,9/26/2019,11:59,177.99,177.92,177.94,12508,0.0615,5773,8166
FB,9/26/2019,12:00,177.93,177.72,177.775,44253,0.2627,32019,39950
FB,9/26/2019,12:01,177.89,177.75,177.83,21810,0.2890,816,16337
FB,9/26/2019,12:02,178.18,177.83,178.18,57748,0.2899,28210,27014
FB,9/26/2019,12:03,178.43,178.165,178.39,38059,0.3251,14405,10818
FB,9/26/2019,12:04,178.3883,178.1994,178.23,20210,0.3223,5284,7444
FB,9/26/2019,12:05,178.4,178.24,178.29,11594,0.3661,3242,9632
FB,9/26/2019,12:06,178.4055,178.27,178.35,9398,0.1925,7122,1468
FB,9/26/2019,12:07,178.4099,178.29,178.31,13668,0.3804,5223,5918
FB,9/26/2019,12:08,178.33,178.21,178.24,34156,0.3360,28246,21564
FB,9/26/2019,12:09,178.2859,178.07,178.1,18310,0.2068,1002,11935
FB,9/26/2019,12:10,178.16,178.05,178.085,13648,0.1259,2377,13325
FB,9/26/2019,12:11,178.1864,177.99,178.18,24846,0.3013,15176,6052
FB,9/26/2019,12:12,178.28,178.08,178.16,31452,0.2883,9390,20071
FB,9/26/2019,12:13,178.19,178.09,178.1164,27973,0.1895,8787,17927
FB,9/26/2019,12:14,178.2,178.08,178.12,46973,0.0390,15279,2301
FB,9/26/2019,12:15,178.39,178.18,178.38,48638,0.2084,7401,32319
FB,9/26/2019,12:16,178.409,178.33,178.36,11455,0.2517,11224,6767
FB,9/26/2019,12:17,178.5,178.34,178.4801,11961,0.0613,3756,6550
FB,9/26/2019,12:18,178.52,178.43,178.5,17930,0.2110,10100,6718
FB,9/26/2019,12:19,178.52,178.325,178.35,40927,0.3664,2359,1027
FB,9/26/2019,12:20,178.36,178.29,178.345,15685,0.0340,4672,6050
FB,9/26/2019,12:21,178.3446,178.1605,178.19,16020,0.2664,8514,3608
FB,9/26/2019,12:22,178.21,178.05,178.07,28759,0.2815,4961,28445
FB,9/26/2019,12:23,178.1007,178,178.085,24122,0.1302,1474,6333
FB,9/26/2019,12:24,178.12,177.97,178.105,29372,0.1402,20161,20522
FB,9/26/2019,12:25,178.14,178.015,178.0536,6506,0.0153,1518,3705
FB,9/26/2019,12:26,178.34,178.02,178.27,28904,0.0381,21058,4379
FB,9/26/2019,12:27,178.506,178.25,178.44,33459,0.1460,29701,8616
FB,9/26/2019,12:28,178.52,178.32,178.52,19219,0.1843,10284,18274
FB,9/26/2019,12:29,178.52,178.43,178.48,16324,0.0971,11560,530
FB,9/26/2019,12:30,178.52,178.42,178.455,15316,0.2430,8283,8073
FB,9/26/2019,12:31,178.51,178.4,178.44,19856,0.0006,14317,10403
FB,9/26/2019,12:32,178.49,178.34,178.48,16137,0.0353,4006,12337
FB,9/26/2019,12:33,178.49,178.335,178.335,12572,0.2776,1870,11442
FB,9/26/2019,12:34,178.41,178.33,178.36,5464,0.3264,815,4579
FB,9/26/2019,12:35,178.39,178.32,178.34,7048,0.2020,14,1065
FB,9/26/2019,12:36,178.39,178.2729,178.321,10035,0.1505,124,5706
FB,9/26/2019,12:37,178.335,178.28,178.28,5018,0.0426,1875,3095
FB,9/26/2019,12:38,178.3109,178.18,178.1922,18182,0.0728,10504,7138
FB,9/26/2019,12:39,178.44,178.16,178.42,13469,0.1845,574,5815
FB,9/26/2019,12:40,178.435,178.3675,178.4,17147,0.2537,11035,16579
FB,9/26/2019,12:41,178.52,178.39,178.47,13763,0.2932,13267,11915
FB,9/26/2019,12:42,178.55,178.43,178.51,19985,0.3035,18292,4770
FB,9/26/2019,12:43,178.56,178.49,178.52,15014,0.0423,10643,5925
FB,9/26/2019,12:44,178.67,178.5193,178.564,28254,0.1437,11750,8571
FB,9/26/2019,12:45,178.88,178.54,178.88,45314,0.1714,27711,20704
FB,9/26/2019,12:46,179.04,178.85,178.9,49891,0.1919,30580,14940
FB,9/26/2019,12:47,178.9,178.73,178.745,22856,0.1297,10706,6795
FB,9/26/2019,12:48,178.7899,178.7285,178.75,14679,0.1422,11130,3357
FB,9/26/2019,12:49,178.79,178.6996,178.785,8528,0.0846,3481,1630
FB,9/26/2019,12:50,178.82,178.6,178.62,29197,0.1531,6973,872
FB,9/26/2019,12:51,178.72,178.6232,178.72,11650,0.1101,10661,6814
FB,9/26/2019,12:52,178.71,178.59,178.59,7839,0.1472,2599,4859
FB,9/26/2019,12:53,178.593,178.47,178.5381,11707,0.1746,4223,2848
FB,9/26/2019,12:54,178.599,178.5,178.5572,9125,0.3071,5375,6296
FB,9/26/2019,12:55,178.58,178.45,178.5,15010,0.0871,4555,8859
FB,9/26/2019,12:56,178.71,178.49,178.6936,9709,0.0719,2980,8285
FB,9/26/2019,12:57,178.735,178.6426,178.7,10525,0.1152,1877,152
FB,9/26/2019,12:58,178.7567,178.63,178.67,10498,0.2828,1062,1162
FB,9/26/2019,12:59,178.72,178.64,178.7,9570,0.2054,4211,1194
FB,9/26/2019,13:00,178.7412,178.64,178.6925,18665,0.1070,408,3233
FB,9/26/2019,13:01,178.836,178.7,178.8148,17872,0.1948,1818,5319
FB,9/26/2019,13:02,178.84,178.8,178.84,2583,0.2953,2450,1972
FB,9/26/2019,13:03,178.8693,178.79,178.81,6636,0.1743,338,4014
FB,9/26/2019,13:04,178.88,178.8162,178.85,6920,0.2706,196,2361
FB,9/26/2019,13:05,178.95,178.86,178.87,17620,0.3946,7221,12267
FB,9/26/2019,13:06,178.9,178.85,178.86,8319,0.3715,7056,6255
FB,9/26/2019,13:07,178.96,178.82,178.82,11318,0.2453,7548,4801
FB,9/26/2019,13:08,178.865,178.7945,178.82,14673,0.3543,6854,1045
FB,9/26/2019,13:09,179,178.81,179,14665,0.1569,3950,6702
FB,9/26/2019,13:10,178.99,178.8175,178.8175,16156,0.2867,931,2544
FB,9/26/2019,13:11,178.89,178.79,178.8155,12200,0.2709,706,2979
FB,9/26/2019,13:12,178.98,178.77,178.86,18459,0.1136,2643,11877
FB,9/26/2019,13:13,178.89,178.64,178.69,30685,0.1767,62,8542
FB,9/26/2019,13:14,178.741,178.63,178.66,17497,0.1057,6443,12509
FB,9/26/2019,13:15,178.6501,178.47,178.56,24662,0.3906,525,13302
FB,9/26/2019,13:16,178.59,178.38,178.39,20095,0.2808,13451,15733
FB,9/26/2019,13:17,178.47,178.37,178.445,22731,0.3185,21066,6031
FB,9/26/2019,13:18,178.5,178.37,178.5,30486,0.1752,15614,28734
FB,9/26/2019,13:19,178.52,178.4599,178.4599,31430,0.0284,12737,28453
FB,9/26/2019,13:20,178.455,178.32,178.4,44179,0.3333,41964,16747
FB,9/26/2019,13:21,178.42,178.29,178.3375,53156,0.3066,19608,25171
FB,9/26/2019,13:22,178.3712,178.25,178.27,45093,0.1886,2632,8700
FB,9/26/2019,13:23,178.43,178.16,178.3764,58743,0.2890,2556,29782
FB,9/26/2019,13:24,178.41,178.25,178.31,44584,0.2182,3797,25500
FB,9/26/2019,13:25,178.32,178.2,178.25,25113,0.2592,11979,18623
FB,9/26/2019,13:26,178.23,178.06,178.1,36143,0.0986,16835,10019
FB,9/26/2019,13:27,178.15,178.02,178.0793,32544,0.2817,3055,4211
FB,9/26/2019,13:28,178.1734,178.07,178.1334,24503,0.1043,2800,21685
FB,9/26/2019,13:29,178.16,178.07,178.1,15997,0.0658,6121,9297
FB,9/26/2019,13:30,178.19,178.06,178.1261,13001,0.2755,11997,4942
FB,9/26/2019,13:31,178.2,178.08,178.09,10587,0.3939,9737,8166
FB,9/26/2019,13:32,178.13,178.08,178.1,9324,0.2947,3338,8379
FB,9/26/2019,13:33,178.17,178.07,178.09,11281,0.0998,3628,3641
FB,9/26/2019,13:34,178.09,177.97,177.9802,29769,0.1041,112,14681
FB,9/26/2019,13:35,178.05,177.96,178.01,11710,0.3181,2531,5128
FB,9/26/2019,13:36,178.04,177.96,177.97,21501,0.2199,17379,18944
FB,9/26/2019,13:37,178.0227,177.97,178,23066,0.0893,13205,559
FB,9/26/2019,13:38,178.02,177.99,178.005,18388,0.1314,16554,2113
FB,9/26/2019,13:39,178.28,178,178.25,57511,0.1502,5651,29797
FB,9/26/2019,13:40,178.23,178.13,178.1553,16220,0.2078,11073,11565
FB,9/26/2019,13:41,178.25,178.14,178.22,24103,0.3433,8018,5848
FB,9/26/2019,13:42,178.29,178.23,178.28,14438,0.1653,6778,2357
FB,9/26/2019,13:43,178.2843,178.19,178.28,24817,0.2728,9491,5669
FB,9/26/2019,13:44,178.3958,178.27,178.3901,22391,0.3229,17618,17097
FB,9/26/2019,13:45,178.6,178.39,178.6,47117,0.2686,30148,32862
FB,9/26/2019,13:46,178.6213,178.53,178.605,23483,0.2849,17445,9583
FB,9/26/2019,13:47,178.66,178.595,178.66,23485,0.2847,11171,10243
FB,9/26/2019,13:48,178.73,178.625,178.66,30940,0.0510,18050,5690
FB,9/26/2019,13:49,178.7,178.6476,178.66,11540,0.2969,10376,3878
FB,9/26/2019,13:50,178.77,178.665,178.725,10872,0.0650,4116,7640
FB,9/26/2019,13:51,178.74,178.62,178.68,24986,0.3365,21710,8640
FB,9/26/2019,13:52,178.7,178.65,178.69,7147,0.1747,4343,3139
FB,9/26/2019,13:53,178.9,178.71,178.859,17474,0.0117,12426,9738
FB,9/26/2019,13:54,178.91,178.81,178.91,15968,0.2152,5984,11988
FB,9/26/2019,13:55,178.955,178.87,178.88,17380,0.1622,16678,8043
FB,9/26/2019,13:56,178.95,178.84,178.8597,20627,0.2755,8314,11312
FB,9/26/2019,13:57,178.97,178.84,178.85,12782,0.0524,6805,1136
FB,9/26/2019,13:58,178.875,178.76,178.83,20310,0.0469,16230,8721
FB,9/26/2019,13:59,178.995,178.84,178.99,15554,0.3786,9450,6556
FB,9/26/2019,14:00,179.29,178.99,179.2102,56027,0.3713,234,45871
FB,9/26/2019,14:01,179.29,179.18,179.23,36147,0.1735,2573,6056
FB,9/26/2019,14:02,179.23,179.12,179.13,11499,0.3024,11099,9248
FB,9/26/2019,14:03,179.15,179.07,179.11,16469,0.3784,6549,6684
FB,9/26/2019,14:04,179.24,179.02,179.225,30847,0.3833,22712,16911
FB,9/26/2019,14:05,179.36,179.2,179.33,28635,0.0777,19865,2615
FB,9/26/2019,14:06,179.3625,179.2145,179.24,13478,0.0538,5991,6046
FB,9/26/2019,14:07,179.26,179.1787,179.1787,7965,0.2480,4151,339
FB,9/26/2019,14:08,179.31,179.18,179.2805,13869,0.0025,10430,5291
FB,9/26/2019,14:09,179.54,179.28,179.53,81878,0.0837,16193,80631
FB,9/26/2019,14:10,179.64,179.39,179.41,28876,0.3992,28451,7035
FB,9/26/2019,14:11,179.42,179.33,179.3727,16724,0.2149,1610,12416
FB,9/26/2019,14:12,179.41,179.25,179.25,12453,0.3637,5322,12445
FB,9/26/2019,14:13,179.31,179.23,179.27,11221,0.1362,1686,9949
FB,9/26/2019,14:14,179.39,179.3,179.3263,21961,0.1371,10844,9695
FB,9/26/2019,14:15,179.35,179.3,179.33,10840,0.3146,6665,5246
FB,9/26/2019,14:16,179.6,179.31,179.52,29907,0.2118,15508,557
FB,9/26/2019,14:17,179.58,179.45,179.49,15279,0.0319,12718,3454
FB,9/26/2019,14:18,179.55,179.37,179.44,10654,0.0497,10381,5147
FB,9/26/2019,14:19,179.52,179.43,179.43,33104,0.3478,13720,1474
FB,9/26/2019,14:20,179.54,179.435,179.52,17748,0.0846,6748,8291
FB,9/26/2019,14:21,179.56,179.48,179.5198,35736,0.1993,3240,29392
FB,9/26/2019,14:22,179.62,179.45,179.595,25685,0.2624,24914,13592
FB,9/26/2019,14:23,179.635,179.38,179.4408,33026,0.2756,23309,7398
FB,9/26/2019,14:24,179.53,179.43,179.51,17912,0.3100,9028,16237
FB,9/26/2019,14:25,179.55,179.36,179.39,40085,0.0159,22226,35320
FB,9/26/2019,14:26,179.46,179.375,179.4309,23803,0.2161,20850,6536
FB,9/26/2019,14:27,179.42,179.29,179.33,23576,0.3558,17780,7908
FB,9/26/2019,14:28,179.51,179.32,179.49,14181,0.2542,12257,10966
FB,9/26/2019,14:29,179.64,179.5,179.57,15646,0.2211,10922,3508
FB,9/26/2019,14:30,179.72,179.58,179.66,31732,0.2636,29466,21108
FB,9/26/2019,14:31,179.7973,179.63,179.73,19655,0.1676,7075,10481
FB,9/26/2019,14:32,179.7508,179.68,179.7,13344,0.1212,12846,10610
FB,9/26/2019,14:33,179.69,179.53,179.53,19332,0.1087,2434,14675
FB,9/26/2019,14:34,179.55,179.4,179.4797,22699,0.3431,15093,17842
FB,9/26/2019,14:35,179.47,179.31,179.3509,24610,0.0548,23229,24344
FB,9/26/2019,14:36,179.44,179.32,179.4113,5059,0.0313,305,3663
FB,9/26/2019,14:37,179.55,179.4,179.5102,12374,0.1037,2520,4543
FB,9/26/2019,14:38,179.56,179.47,179.47,11605,0.2701,8870,10706
FB,9/26/2019,14:39,179.48,179.43,179.45,3623,0.1619,2097,2325
FB,9/26/2019,14:40,179.57,179.45,179.54,13438,0.1725,7862,502
FB,9/26/2019,14:41,179.63,179.52,179.52,5425,0.2916,4268,4986
FB,9/26/2019,14:42,179.61,179.54,179.58,5353,0.3654,1668,4515
FB,9/26/2019,14:43,179.665,179.55,179.59,18619,0.0153,8323,1496
FB,9/26/2019,14:44,179.61,179.51,179.6,8620,0.0202,6182,186
FB,9/26/2019,14:45,179.625,179.4849,179.52,8268,0.3113,7720,5965
FB,9/26/2019,14:46,179.64,179.55,179.57,7696,0.0159,5400,6628
FB,9/26/2019,14:47,179.59,179.52,179.544,3369,0.2231,2811,572
FB,9/26/2019,14:48,179.6,179.514,179.514,6245,0.2898,1967,4101
FB,9/26/2019,14:49,179.59,179.48,179.495,7971,0.3873,4566,2211
FB,9/26/2019,14:50,179.5054,179.31,179.31,10928,0.0161,5254,1438
FB,9/26/2019,14:51,179.3319,179.23,179.27,16810,0.2312,7723,3691
FB,9/26/2019,14:52,179.33,179.21,179.24,18765,0.0253,17627,8455
FB,9/26/2019,14:53,179.33,179.24,179.3255,9902,0.3981,6035,530
FB,9/26/2019,14:54,179.32,179.22,179.23,15100,0.1479,7874,14261
FB,9/26/2019,14:55,179.35,179.22,179.345,5672,0.0800,4713,4911
FB,9/26/2019,14:56,179.38,179.28,179.2895,13954,0.0868,8667,3360
FB,9/26/2019,14:57,179.35,179.27,179.31,3838,0.2294,2252,2112
FB,9/26/2019,14:58,179.3,179.1,179.14,11980,0.1136,4169,2830
FB,9/26/2019,14:59,179.12,179.03,179.04,20693,0.2623,19347,4076
FB,9/26/2019,15:00,179.32,179.03,179.23,24581,0.2136,16903,19235
FB,9/26/2019,15:01,179.29,179.2,179.27,6541,0.1535,5222,1873
FB,9/26/2019,15:02,179.34,179.28,179.32,17727,0.2405,11935,14702
FB,9/26/2019,15:03,179.34,179.2652,179.2652,4014,0.1639,1384,2548
FB,9/26/2019,15:04,179.35,179.27,179.27,8880,0.2650,1602,1799
FB,9/26/2019,15:05,179.32,179.15,179.2264,14424,0.3910,13216,815
FB,9/26/2019,15:06,179.28,179.22,179.25,6070,0.0260,5517,3242
FB,9/26/2019,15:07,179.26,179.2,179.25,8887,0.1710,1230,4810
FB,9/26/2019,15:08,179.28,179.19,179.2444,9344,0.3209,8400,6650
